"Data Source","World Development Indicators",

"Last Updated Date","2025-10-07",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"China","CHN","Population, female","SP.POP.TOTL.FE.IN","326058670","323019123","325892138","334167831","342156294","350538771","360570214","370064789","379929372","390523904","401479690","412660567","422917720","432687020","441745460","449666686","456725398","463044005","469347624","475709203","481762852","488015436","495282890","502513011","509163454","516130781","523817327","532197548","540720813","548926345","556832160","564272852","571054002","577488483","583894568","590125717","596205685","602203186","607874860","613019865","617713943","622066985","626113148","629897770","633528006","637153944","640622204","643867508","647064821","650200886","653271088","656802304","661251570","665670016","669912632","673894521","677886142","682205710","685660839","688332681","690313465","691353011","691718700","691540464","691221827",
"Cote d'Ivoire","CIV","Population, female","SP.POP.TOTL.FE.IN","1817920","1883348","1953372","2027386","2104820","2185588","2269787","2357570","2449308","2546411","2650760","2763485","2884640","3013407","3149128","3291505","3429656","3564818","3708178","3860086","4021381","4191355","4369136","4553805","4745097","4942549","5145324","5353289","5567727","5792893","6031002","6280790","6541461","6811471","7089006","7374905","7669820","7973458","8282542","8559908","8803797","9045841","9285402","9522033","9758019","9996275","10236879","10480160","10699283","10892543","11086611","11279700","11465698","11645668","11914771","12280056","12657619","13035949","13407917","13779108","14147956","14518035","14903156","15296021","15687549",
"Cameroon","CMR","Population, female","SP.POP.TOTL.FE.IN","2637490","2690457","2746105","2804359","2864459","2926955","2992532","3061784","3135230","3213079","3295233","3381523","3471768","3565814","3663559","3764626","3864372","3963031","4070188","4183563","4319373","4471019","4576893","4670012","4799647","4942728","5091574","5246245","5402832","5561241","5725404","5892767","6062019","6235001","6410435","6586746","6764307","6944038","7128282","7317432","7509682","7706216","7912254","8127753","8350971","8581113","8817256","9065596","9326470","9595431","9871705","10153154","10441265","10737398","11066252","11418440","11764201","12101833","12441447","12792259","13146018","13500426","13860475","14232102","14609403",
"Congo, Dem. Rep.","COD","Population, female","SP.POP.TOTL.FE.IN","7969250","8164625","8368696","8581985","8804445","9040075","9289332","9550513","9821104","10095930","10375313","10650430","10924040","11207997","11499320","11796008","12092784","12390224","12767261","13209323","13615568","14004017","14416653","14866940","15357770","15860990","16354238","16864387","17400225","17947141","18541631","19159460","19809077","20522885","21509417","22415093","22853524","23229820","23878697","24708767","25520404","26339349","27155530","27959297","28791405","29684555","30608557","31542884","32502760","33517939","34598251","35745573","36952970","38225854","39538335","40860164","42326386","43895990","45385211","46842742","48373399","49963807","51598667","53305848","55059433",
"Congo, Rep.","COG","Population, female","SP.POP.TOTL.FE.IN","533313","547213","561678","576789","592632","609231","626627","644769","663748","683655","704460","726231","749022","772708","797094","819892","840753","861640","882541","903324","924076","944931","965650","985903","1010655","1040528","1071078","1102340","1134171","1166773","1199849","1233702","1268279","1305525","1343956","1381494","1419475","1451254","1485098","1525415","1583978","1643753","1682085","1728775","1787823","1852411","1922142","1992968","2058954","2142329","2232431","2305810","2370910","2429020","2488236","2548921","2611269","2675401","2741378","2808099","2876271","2946115","3017640","3091656","3166866",
"Colombia","COL","Population, female","SP.POP.TOTL.FE.IN","7835000","8076710","8325531","8579503","8837613","9099527","9362217","9624494","9886050","10144899","10401478","10652164","10899796","11150447","11402522","11656362","11911877","12177858","12455362","12737740","13032452","13337462","13650754","13976709","14305744","14621530","14931083","15247017","15569800","15901014","16242437","16582601","16926073","17279127","17633803","17983261","18322687","18662190","19007995","19349909","19678819","20000323","20319529","20636110","20947770","21248759","21537865","21818487","22088784","22353272","22613878","22862816","23098848","23324568","23538998","23748377","23988805","24342009","24795335","25243941","25616896","25914903","26204251","26502596","26791092",
"Comoros","COM","Population, female","SP.POP.TOTL.FE.IN","100154","101911","103665","105407","107133","108780","110625","113230","116416","119771","123320","127089","131100","135354","139842","144502","149299","154227","159225","164273","169303","174290","179369","184609","190012","195584","201292","207088","212955","218912","224925","230758","235852","240347","244798","249254","253758","258352","263019","267533","272087","277023","282144","287300","292798","298643","304520","310434","316436","322551","328768","335134","341680","348478","355408","362285","369124","376185","383521","390897","398640","406650","414630","422690","430813",
"Cabo Verde","CPV","Population, female","SP.POP.TOTL.FE.IN","110841","113264","116358","119633","122994","126450","130017","133706","137526","141484","145444","148660","150861","152775","154803","157304","160142","162870","165566","168277","171025","173532","175817","178132","180410","182702","185048","187417","189812","192443","196022","200227","204260","208150","211901","215462","218839","222100","225247","228272","231260","234193","236925","239424","241730","243900","245991","247999","249862","251550","252820","253364","253445","253389","253237","253059","252919","252851","252850","252896","252892","253761","255331","256640","257930",
"Costa Rica","CRI","Population, female","SP.POP.TOTL.FE.IN","660386","685352","710864","736716","762677","788576","814308","839812","864714","889294","913979","938659","963412","988374","1013996","1040572","1068197","1096955","1126862","1158020","1190216","1223294","1257396","1292508","1328620","1365634","1403139","1440738","1478323","1516180","1555537","1596738","1639155","1682414","1726153","1770291","1814499","1858218","1901062","1942709","1982049","2018738","2052991","2085291","2116712","2148060","2178888","2209164","2239874","2270502","2299273","2326763","2354169","2380554","2406364","2432274","2457278","2480836","2503744","2525255","2543508","2557639","2569726","2582392","2595182",
"Caribbean small states","CSS","Population, female","SP.POP.TOTL.FE.IN","1295463","1322260","1349663","1377796","1405350","1432774","1460491","1488141","1515556","1542480","1566352","1587494","1605493","1620105","1633893","1647273","1660521","1673465","1686026","1698211","1711107","1724413","1737379","1750489","1763611","1777872","1792761","1806084","1818581","1830614","1840882","1852296","1866775","1881129","1895493","1911323","1927473","1943216","1958625","1973846","1988699","2003634","2019238","2035421","2050978","2036273","2049147","2063272","2077414","2089453","2103680","2118482","2133644","2150445","2167061","2183039","2198604","2212878","2230411","2247766","2260631","2272126","2281852","2293907","2304767",
"Cuba","CUB","Population, female","SP.POP.TOTL.FE.IN","3540744","3617157","3696074","3778073","3861765","3945445","4027751","4108142","4187320","4266560","4345932","4422377","4492648","4556303","4613807","4664717","4708544","4745122","4774943","4799059","4818693","4842088","4876669","4918310","4961462","5005071","5049969","5096896","5146705","5197891","5247873","5291452","5326283","5354820","5380770","5406233","5430269","5454067","5478809","5504518","5530180","5554743","5577854","5599321","5619071","5636317","5649816","5659627","5667202","5673944","5680497","5687788","5691663","5690153","5685197","5681407","5678772","5672587","5665169","5656039","5646057","5624501","5598475","5580991","5562903",
"Curacao","CUW","Population, female","SP.POP.TOTL.FE.IN","62800","63524","64726","66008","67213","68332","69099","69889","71038","72254","73412","74833","75101","74807","75641","76145","76394","76537","76080","75953","76178","76609","77493","78153","78676","79201","79299","78797","77775","76691","76016","75621","75495","75837","76155","76572","77348","77869","76733","74241","71471","69013","69199","70807","72205","74221","76286","77949","79082","79750","80925","82313","83014","83712","84647","85626","86451","86682","84048","81906","81310","79918","78666","81694","81700",
"Cayman Islands","CYM","Population, female","SP.POP.TOTL.FE.IN","4443","4529","4619","4712","4810","4907","5005","5106","5203","5295","5467","5752","6080","6412","6748","7084","7414","7733","8033","8333","8695","9112","9540","9966","10397","10839","11282","11723","12173","12648","13223","13884","14564","15262","15970","16682","17401","18126","18840","19540","20237","20938","21645","22349","23061","23786","24510","25237","25966","26689","27420","28139","28844","29543","30235","30915","31588","32252","32900","33541","34171","34865","35622","36362","37082",
"Cyprus","CYP","Population, female","SP.POP.TOTL.FE.IN","298886","303405","306160","308828","311288","313702","316236","318823","321429","324089","326848","329768","332885","335279","335352","334763","335473","336639","337817","339035","340325","341723","344288","349007","354725","360363","365933","371422","376791","382009","387074","391940","397258","404976","414340","423391","432216","440883","449402","457764","465991","474258","483007","492191","501418","510623","519822","529042","538274","547513","556764","566219","575895","585352","594485","603502","612478","621232","629591","637642","645595","653366","660545","667374","674034",
"Czechia","CZE","Population, female","SP.POP.TOTL.FE.IN","4943878","4937610","4957893","4982129","5011630","5038129","5060022","5077260","5090417","5102319","5083927","5069237","5091182","5119216","5152724","5188357","5222746","5253594","5281317","5306234","5311222","5308474","5315223","5318968","5321149","5323783","5325406","5326996","5330381","5332695","5318204","5304874","5308996","5312759","5312406","5307140","5299351","5292241","5285821","5278928","5262502","5240000","5226006","5220599","5218357","5221570","5231488","5258047","5297852","5324047","5335541","5343660","5348916","5348039","5351090","5358877","5366453","5378161","5393705","5412760","5424401","5326877","5410575","5507052","5515970",
"Germany","DEU","Population, female","SP.POP.TOTL.FE.IN","38946165","39179842","39462166","39752698","39981003","40213615","40502989","40704757","40870349","41093241","41165133","41205798","41350112","41436145","41447266","41336551","41185468","41091296","41035282","41008471","41023210","41034624","40979209","40857893","40701232","40581045","40544645","40514474","40579185","40815651","41087494","41310786","41525342","41724789","41850373","41952669","42049718","42155893","42159998","42132985","42198832","42269743","42333358","42368216","42367382","42371865","42278226","42139308","42050191","41973689","41932189","41126974","41118790","41140519","41250774","41477200","41709920","41855160","41970559","42061667","42100629","42124059","42428700","42475197","42272117",
"Djibouti","DJI","Population, female","SP.POP.TOTL.FE.IN","43440","45145","47115","49434","52127","55106","58224","61446","64778","68729","73319","78339","83945","90091","97229","105943","116434","128461","141261","153584","164301","172959","179898","186254","193531","202885","214759","228844","243964","263468","291702","317642","315181","309317","315535","318673","326278","337988","351730","364134","375649","387616","399740","408733","415093","421709","430122","439631","448868","458393","467876","477148","486361","495528","504618","513575","522406","531163","539850","548432","556871","565118","573238","581342","589409",
"Dominica","DMA","Population, female","SP.POP.TOTL.FE.IN","32010","32427","32765","33141","33555","34019","34537","35105","35712","36355","36809","36974","37058","37143","37220","37279","37323","37338","37318","37260","37155","36992","36793","36601","36427","36265","36100","35926","35744","35544","35324","35185","35187","35213","35201","35160","35095","35007","34886","34737","34552","34425","34426","34468","34488","34488","34490","34486","34471","34458","34434","34539","34573","34939","35338","35345","34833","34154","33980","33828","33673","33492","33328","33212","33103",
"Denmark","DNK","Population, female","SP.POP.TOTL.FE.IN","2308421","2324684","2342793","2361602","2380845","2400102","2419868","2438983","2454255","2467465","2482531","2498096","2514082","2530364","2544345","2554593","2562807","2572133","2581577","2589548","2594470","2595601","2595330","2594777","2594166","2594903","2597254","2599995","2601396","2603197","2607423","2613822","2621788","2629554","2637734","2650571","2664527","2674751","2683725","2692042","2700401","2709550","2717658","2724332","2730851","2737880","2746011","2756775","2771295","2785501","2797856","2809034","2818912","2829486","2841902","2859066","2879019","2896758","2910981","2921554","2930630","2942923","2967128","2990995","3006104",
"Dominican Republic","DOM","Population, female","SP.POP.TOTL.FE.IN","1621358","1673886","1727303","1781501","1836647","1892781","1950149","2008709","2067883","2127879","2189087","2251626","2315485","2380651","2446608","2512867","2579642","2647124","2715294","2784073","2853601","2923213","2992477","3062538","3133501","3204338","3274959","3345883","3417827","3491501","3566407","3641298","3715709","3789881","3864063","3937895","4010934","4082253","4151191","4219963","4289850","4358819","4425724","4490791","4553683","4614335","4672801","4730353","4789565","4851510","4915322","4979819","5044205","5107876","5170515","5231689","5291616","5351005","5410104","5467622","5527357","5588247","5644520","5696732","5746363",
"Algeria","DZA","Population, female","SP.POP.TOTL.FE.IN","5659063","5752713","5814414","5876120","5937814","5988335","6077683","6218919","6364894","6514032","6665206","6820049","6981391","7150820","7329554","7590788","7932451","8221890","8465397","8726896","9007599","9308191","9626113","9958736","10303276","10657661","11012243","11350985","11675906","11991516","12297012","12598509","12910659","13222949","13516290","13795311","14062378","14318463","14549093","14762200","14978794","15195121","15408407","15624659","15854109","16098219","16359132","16643697","16955518","17288358","17633783","17988948","18358888","18741956","19136664","19543144","19956557","20373068","20780238","21175753","21551767","21912671","22270515","22614984","22939924",
"East Asia & Pacific (excluding high income)","EAP","Population, female","SP.POP.TOTL.FE.IN","441098756","441194298","447293771","458933502","470378587","482167344","495584119","508604842","522110930","536443145","551162496","566125356","580241263","593885165","606783785","618494350","629324870","639473855","649685605","660075612","670313385","680862252","692539599","704345059","715651956","727209000","739391611","752251507","765275790","777963470","790380071","802371916","813717889","824761513","835801948","846727150","857489715","868178411","878408173","887817067","896589315","904944303","912912487","920583880","928014611","935408577","942841960","950292736","957695783","964880360","971950585","979498987","988021483","996476230","1004622486","1012426600","1020168620","1028160432","1035127910","1041177922","1046340481","1050156931","1053171937","1055764642","1058165223",
"Early-demographic dividend","EAR","Population, female","SP.POP.TOTL.FE.IN","474112062","486433366","499097712","512076552","525431566","538816777","552248247","566205417","580568016","595217254","610190747","625178088","640496760","656496430","672900176","689680186","706853379","724358730","742108751","760604173","780039352","800617599","821899497","843328337","865103458","887201216","909610821","932361635","955352618","978410408","1002751106","1026214039","1049376092","1071759753","1093582660","1116308847","1140149374","1163926740","1187029906","1209893743","1232755125","1255649513","1278012269","1300138924","1322615533","1344923276","1367418289","1390000241","1412478305","1435069200","1457723408","1480664603","1503122495","1525252635","1546660662","1568192809","1589573627","1610382871","1630824809","1651374283","1671905660","1690278563","1709767556","1730506420","1751054045",
"East Asia & Pacific","EAS","Population, female","SP.POP.TOTL.FE.IN","515353906","516578019","523875341","536711894","549369230","562402902","576965531","591044481","605797666","621505179","637609787","654461330","669904716","684903978","699219785","712222779","724213308","735475500","746768386","758296616","769610801","781296464","794123484","807005920","819285022","831727921","844712580","858369820","872170328","885645150","898800435","911658873","923801457","935603495","947416101","959083417","970682303","982089852","993041187","1003032221","1012466082","1021576620","1030168704","1038370096","1046252737","1054060711","1062057100","1070151528","1078254484","1085990983","1093594834","1101599244","1110623840","1119529969","1128171942","1136474055","1144696456","1153080932","1160419274","1166805619","1172065221","1175441410","1178222791","1181274719","1183864574",
